Category	Last Updated
FAMILY	18/01/2018
SPORTS	24/07/2018
FAMILY	23/12/2016
FAMILY	17/01/2018
FAMILY	9/7/2018
TRAVEL_AND_LOCAL	7/4/2018
FAMILY	2/6/2016
NEWS_AND_MAGAZINES	25/05/2017
PRODUCTIVITY	8/3/2016
FAMILY	31/07/2017
COMMUNICATION	14/05/2015
FAMILY	21/11/2017
TOOLS	4/5/2015
NEWS_AND_MAGAZINES	12/5/2016
LIFESTYLE	6/9/2016
FAMILY	3/7/2018
BUSINESS	13/12/2017
FAMILY	3/8/2015
TOOLS	22/09/2017
TOOLS	20/07/2018
TOOLS	28/06/2018
FAMILY	18/07/2016
TOOLS	25/07/2018
TOOLS	31/07/2018
FAMILY	14/03/2017
TOOLS	27/05/2018
TOOLS	12/9/2016
FAMILY	3/7/2018
FAMILY	30/08/2015
FAMILY	3/7/2018
COMMUNICATION	12/8/2014
FAMILY	3/7/2018
FAMILY	22/03/2016
NEWS_AND_MAGAZINES	6/6/2018
FAMILY	1/11/2013
PERSONALIZATION	1/9/2017
FAMILY	3/7/2018
TOOLS	19/01/2018
FAMILY	25/04/2017
PERSONALIZATION	14/08/2016
FAMILY	3/7/2018
FAMILY	31/08/2013
TOOLS	3/8/2018
PHOTOGRAPHY	7/2/2018
FAMILY	19/07/2015
FAMILY	30/07/2017
FAMILY	3/7/2018
SOCIAL	15/02/2018
FAMILY	19/01/2016
SPORTS	4/8/2018
FAMILY	3/7/2018
FAMILY	26/07/2018
FAMILY	13/06/2018
FAMILY	26/07/2018
FAMILY	31/03/2018
GAME	4/11/2015
BUSINESS	28/08/2017
TOOLS	15/03/2018
TOOLS	12/4/2018
FAMILY	17/05/2017
FAMILY	16/01/2018
FAMILY	15/08/2017
MEDICAL	14/10/2015
GAME	1/11/2017
COMMUNICATION	9/7/2018
FAMILY	3/4/2018
FAMILY	29/01/2018
PRODUCTIVITY	6/7/2018
FAMILY	16/02/2018
SPORTS	25/05/2018
HEALTH_AND_FITNESS	22/12/2017
WEATHER	2/8/2018
FAMILY	22/06/2016
COMMUNICATION	25/07/2018
PERSONALIZATION	23/02/2014
MAPS_AND_NAVIGATION	5/8/2018
GAME	18/07/2018
PRODUCTIVITY	1/8/2018
TOOLS	5/9/2016
FAMILY	28/03/2018
FAMILY	2/8/2018
FAMILY	9/7/2018
FAMILY	4/6/2018
FAMILY	21/06/2018
FAMILY	5/8/2018
GAME	19/07/2018
FAMILY	13/06/2018
FAMILY	17/03/2018
GAME	21/12/2016
GAME	1/8/2018
FAMILY	2/8/2018
SOCIAL	16/07/2018
FAMILY	9/3/2018
GAME	20/06/2018
FAMILY	1/8/2018
FAMILY	13/06/2018
HOUSE_AND_HOME	1/8/2018
GAME	16/03/2018
GAME	13/03/2018
GAME	20/07/2018
GAME	4/8/2018
HOUSE_AND_HOME	10/7/2018
SHOPPING	3/8/2018
NEWS_AND_MAGAZINES	1/8/2018
SHOPPING	31/07/2018
GAME	29/06/2018
TOOLS	3/8/2018
PHOTOGRAPHY	30/07/2018
FAMILY	8/3/2018
FAMILY	12/8/2017
FAMILY	23/07/2018
FAMILY	18/12/2017
FAMILY	28/06/2018
FAMILY	17/07/2018
FAMILY	24/06/2018
FAMILY	17/03/2018
GAME	27/03/2018
TRAVEL_AND_LOCAL	4/6/2018
GAME	19/05/2017
BUSINESS	26/02/2018
BOOKS_AND_REFERENCE	22/09/2011
FAMILY	10/7/2018
GAME	31/12/2016
FAMILY	9/11/2017
FAMILY	7/3/2018
FAMILY	30/05/2018
FAMILY	17/08/2017
PRODUCTIVITY	26/07/2018
FAMILY	25/04/2017
FAMILY	3/8/2018
FAMILY	5/7/2018
FAMILY	10/6/2017
SPORTS	9/6/2018
SPORTS	25/07/2018
NEWS_AND_MAGAZINES	24/06/2018
LIFESTYLE	26/06/2018
SPORTS	14/09/2017
LIFESTYLE	27/06/2018
HEALTH_AND_FITNESS	27/02/2018
HEALTH_AND_FITNESS	20/06/2018
LIFESTYLE	23/07/2018
GAME	18/06/2018
FAMILY	12/3/2018
LIFESTYLE	8/6/2018
GAME	29/07/2018
HEALTH_AND_FITNESS	18/10/2017
LIFESTYLE	23/01/2016
COMMUNICATION	4/6/2018
FAMILY	18/12/2017
LIFESTYLE	25/09/2017
PRODUCTIVITY	6/2/2018
GAME	12/1/2018
GAME	9/1/2018
COMMUNICATION	3/8/2018
FAMILY	30/07/2018
HEALTH_AND_FITNESS	31/07/2018
VIDEO_PLAYERS	24/05/2017
FAMILY	11/7/2018
FAMILY	19/07/2018
HEALTH_AND_FITNESS	25/07/2018
FINANCE	26/07/2018
LIFESTYLE	30/09/2014
TOOLS	26/12/2016
FAMILY	13/06/2018
PRODUCTIVITY	8/6/2018
PERSONALIZATION	29/07/2018
GAME	18/07/2013
FAMILY	24/05/2018
COMMUNICATION	23/01/2018
FAMILY	26/06/2018
PRODUCTIVITY	24/01/2016
VIDEO_PLAYERS	3/12/2016
HEALTH_AND_FITNESS	29/05/2018
FAMILY	11/7/2018
FAMILY	22/05/2018
FAMILY	28/06/2018
GAME	26/07/2015
GAME	2/4/2015
FAMILY	6/6/2018
SPORTS	30/07/2018
GAME	26/12/2017
FAMILY	25/05/2018
TRAVEL_AND_LOCAL	31/07/2018
FAMILY	14/02/2018
FAMILY	3/10/2016
VIDEO_PLAYERS	19/06/2018
FAMILY	15/11/2014
FAMILY	6/6/2017
GAME	18/10/2016
FAMILY	26/11/2017
GAME	2/12/2014
FAMILY	3/3/2017
GAME	9/7/2018
GAME	22/05/2017
FAMILY	1/6/2018
GAME	7/12/2017
FAMILY	1/6/2018
GAME	17/07/2018
GAME	26/01/2018
GAME	26/06/2018
GAME	6/4/2017
GAME	17/08/2017
GAME	3/3/2018
GAME	14/05/2016
GAME	26/07/2015
GAME	27/06/2017
GAME	22/02/2017
GAME	2/4/2015
SOCIAL	13/07/2018
FAMILY	8/6/2016
BOOKS_AND_REFERENCE	1/8/2018
GAME	17/07/2018
GAME	9/5/2018
FOOD_AND_DRINK	23/07/2018
LIFESTYLE	19/07/2018
GAME	24/07/2018
FAMILY	14/12/2017
LIFESTYLE	26/09/2017
WEATHER	18/06/2018
MAPS_AND_NAVIGATION	10/5/2018
FAMILY	1/8/2018
SPORTS	21/12/2017
FAMILY	26/03/2018
HOUSE_AND_HOME	16/07/2018
GAME	15/06/2018
FAMILY	5/6/2018
FINANCE	27/05/2018
FAMILY	1/7/2016
SPORTS	6/12/2017
FAMILY	1/2/2017
SOCIAL	14/08/2017
COMMUNICATION	24/04/2018
BUSINESS	26/06/2018
TOOLS	12/7/2018
NEWS_AND_MAGAZINES	8/7/2018
NEWS_AND_MAGAZINES	23/07/2018
SOCIAL	24/01/2018
FAMILY	13/04/2018
GAME	22/07/2018
FAMILY	9/2/2018
LIFESTYLE	18/09/2017
LIFESTYLE	5/9/2017
FAMILY	15/01/2018
HOUSE_AND_HOME	1/8/2018
BUSINESS	5/8/2018
SPORTS	3/8/2016
FAMILY	23/02/2017
LIFESTYLE	24/07/2018
GAME	14/06/2018
FINANCE	13/06/2018
GAME	9/2/2018
BUSINESS	5/7/2018
NEWS_AND_MAGAZINES	8/4/2017
FOOD_AND_DRINK	9/6/2018
TOOLS	3/8/2018
TOOLS	22/09/2016
PRODUCTIVITY	17/04/2018
BOOKS_AND_REFERENCE	6/3/2018
FAMILY	8/3/2017
FAMILY	19/01/2018
TOOLS	22/09/2016
FAMILY	3/7/2018
VIDEO_PLAYERS	27/04/2018
VIDEO_PLAYERS	3/8/2018
VIDEO_PLAYERS	10/8/2017
COMMUNICATION	6/3/2014
VIDEO_PLAYERS	6/3/2018
TOOLS	31/07/2018
TOOLS	3/6/2016
FINANCE	12/10/2017
FAMILY	23/08/2017
PHOTOGRAPHY	19/10/2017
COMMUNICATION	9/7/2018
TOOLS	26/07/2018
FAMILY	29/06/2016
TOOLS	1/6/2018
FAMILY	22/02/2017
LIFESTYLE	18/07/2018
TOOLS	24/07/2018
PRODUCTIVITY	16/07/2018
LIFESTYLE	31/07/2018
VIDEO_PLAYERS	19/09/2013
BOOKS_AND_REFERENCE	4/8/2014
TOOLS	17/05/2016
PRODUCTIVITY	12/7/2017
FAMILY	5/4/2018
TOOLS	20/07/2018
GAME	26/06/2018
LIFESTYLE	26/07/2015
FOOD_AND_DRINK	11/7/2018
TOOLS	1/8/2018
COMMUNICATION	4/7/2018
FAMILY	6/2/2018
PERSONALIZATION	17/03/2017
VIDEO_PLAYERS	6/7/2017
FOOD_AND_DRINK	6/6/2018
PHOTOGRAPHY	3/9/2017
BOOKS_AND_REFERENCE	7/10/2016
BUSINESS	22/12/2016
TOOLS	14/03/2018
TOOLS	7/3/2018
HEALTH_AND_FITNESS	24/10/2017
GAME	2/8/2018
TOOLS	17/03/2018
NEWS_AND_MAGAZINES	4/6/2018
GAME	15/09/2017
FAMILY	5/7/2018
TOOLS	6/3/2018
TOOLS	15/03/2018
FAMILY	26/06/2018
TOOLS	7/3/2018
NEWS_AND_MAGAZINES	22/02/2018
FAMILY	28/08/2015
TOOLS	30/01/2018
TOOLS	17/05/2018
TOOLS	15/03/2018
FAMILY	24/06/2015
TOOLS	17/03/2018
TOOLS	10/3/2018
GAME	4/9/2013
BUSINESS	1/8/2018
NEWS_AND_MAGAZINES	31/05/2017
BOOKS_AND_REFERENCE	8/10/2016
GAME	6/4/2017
BUSINESS	30/03/2018
GAME	27/06/2018
PERSONALIZATION	4/6/2018
WEATHER	16/07/2018
FAMILY	6/6/2015
BUSINESS	20/09/2017
NEWS_AND_MAGAZINES	15/07/2015
PERSONALIZATION	16/11/2017
PRODUCTIVITY	5/2/2018
VIDEO_PLAYERS	20/10/2015
BOOKS_AND_REFERENCE	14/02/2017
FOOD_AND_DRINK	5/4/2018
PRODUCTIVITY	24/12/2017
WEATHER	11/4/2018
NEWS_AND_MAGAZINES	8/2/2016
FAMILY	8/6/2018
FAMILY	12/10/2015
GAME	3/8/2018
BUSINESS	26/10/2015
VIDEO_PLAYERS	12/9/2014
LIFESTYLE	4/7/2017
GAME	26/05/2018
FINANCE	8/2/2018
GAME	25/05/2018
GAME	28/05/2018
GAME	21/10/2017
VIDEO_PLAYERS	11/11/2015
COMMUNICATION	2/10/2014
FAMILY	1/12/2017
GAME	22/10/2017
GAME	26/06/2018
PRODUCTIVITY	8/7/2017
GAME	26/06/2018
BUSINESS	15/02/2018
TOOLS	4/6/2018
TOOLS	10/10/2017
TOOLS	19/12/2016
GAME	6/6/2018
FAMILY	4/1/2018
FAMILY	22/02/2018
GAME	26/11/2012
GAME	25/11/2017
GAME	31/05/2018
HEALTH_AND_FITNESS	9/7/2018
BUSINESS	12/7/2018
PRODUCTIVITY	14/07/2017
GAME	23/02/2015
PERSONALIZATION	18/08/2017
FAMILY	14/09/2017
GAME	1/12/2016
FAMILY	28/02/2018
TOOLS	2/8/2018
LIFESTYLE	16/02/2017
GAME	4/4/2018
LIFESTYLE	31/08/2015
SPORTS	26/01/2018
GAME	14/09/2017
GAME	27/09/2017
FAMILY	13/07/2018
GAME	25/06/2018
PERSONALIZATION	3/2/2017
GAME	6/7/2015
VIDEO_PLAYERS	4/5/2018
SHOPPING	16/02/2018
BOOKS_AND_REFERENCE	21/05/2018
FAMILY	27/10/2015
TOOLS	15/05/2017
FAMILY	13/06/2014
VIDEO_PLAYERS	11/9/2017
PERSONALIZATION	26/12/2017
FAMILY	29/07/2018
PHOTOGRAPHY	23/01/2018
FAMILY	30/07/2018
PERSONALIZATION	21/07/2016
LIFESTYLE	17/02/2018
LIFESTYLE	14/03/2017
PERSONALIZATION	10/12/2017
BOOKS_AND_REFERENCE	21/12/2015
FAMILY	13/07/2018
GAME	17/03/2015
HEALTH_AND_FITNESS	9/7/2018
GAME	7/7/2018
LIFESTYLE	17/07/2018
FAMILY	12/9/2016
LIFESTYLE	17/07/2018
BOOKS_AND_REFERENCE	30/01/2018
BUSINESS	22/05/2018
FAMILY	13/12/2017
TOOLS	23/05/2018
BUSINESS	11/7/2018
GAME	9/7/2018
FAMILY	16/07/2018
BUSINESS	31/10/2017
WEATHER	23/02/2017
TOOLS	3/2/2017
GAME	2/7/2018
FAMILY	5/8/2016
GAME	9/7/2018
PERSONALIZATION	24/07/2018
GAME	24/05/2018
FAMILY	31/05/2018
VIDEO_PLAYERS	19/12/2017
PERSONALIZATION	11/6/2018
GAME	25/07/2018
VIDEO_PLAYERS	2/8/2018
COMMUNICATION	31/12/2016
FAMILY	9/7/2018
LIBRARIES_AND_DEMO	16/03/2017
FAMILY	2/8/2018
PHOTOGRAPHY	28/08/2015
PRODUCTIVITY	5/10/2016
TOOLS	19/03/2018
FAMILY	12/10/2017
TOOLS	11/4/2016
LIFESTYLE	6/3/2018
FINANCE	5/4/2018
VIDEO_PLAYERS	7/7/2018
VIDEO_PLAYERS	23/07/2018
MEDICAL	24/05/2018
FAMILY	17/04/2014
GAME	25/05/2018
FINANCE	5/4/2018
FAMILY	5/6/2018
FAMILY	27/06/2018
TRAVEL_AND_LOCAL	16/07/2018
LIFESTYLE	18/02/2017
MAPS_AND_NAVIGATION	2/4/2015
FINANCE	13/06/2017
FAMILY	7/11/2017
BUSINESS	2/4/2018
FAMILY	2/8/2018
BOOKS_AND_REFERENCE	18/10/2017
TRAVEL_AND_LOCAL	7/3/2017
FAMILY	15/02/2018
BOOKS_AND_REFERENCE	28/11/2017
HEALTH_AND_FITNESS	13/08/2015
FAMILY	23/03/2017
TRAVEL_AND_LOCAL	6/4/2017
FAMILY	5/6/2018
FAMILY	17/05/2018
COMICS	24/07/2018
LIFESTYLE	3/6/2016
TRAVEL_AND_LOCAL	20/06/2018
TOOLS	28/03/2016
TRAVEL_AND_LOCAL	18/08/2016
TRAVEL_AND_LOCAL	24/07/2018
FINANCE	15/07/2018
FINANCE	14/12/2016
BUSINESS	26/04/2018
FINANCE	16/11/2015
PRODUCTIVITY	22/07/2018
FAMILY	8/6/2016
GAME	8/2/2017
TRAVEL_AND_LOCAL	27/06/2018
GAME	22/03/2016
PARENTING	2/7/2017
COMMUNICATION	31/01/2018
FAMILY	22/07/2018
TRAVEL_AND_LOCAL	13/08/2016
FAMILY	30/05/2016
HEALTH_AND_FITNESS	19/07/2016
FAMILY	28/11/2017
FAMILY	3/3/2017
FAMILY	30/05/2017
FAMILY	25/02/2018
FAMILY	29/11/2017
FAMILY	5/1/2018
FAMILY	31/10/2017
FAMILY	23/09/2015
LIFESTYLE	2/1/2018
FAMILY	14/06/2018
COMICS	29/09/2015
FAMILY	24/02/2018
HEALTH_AND_FITNESS	30/07/2018
NEWS_AND_MAGAZINES	7/6/2017
NEWS_AND_MAGAZINES	6/7/2018
TOOLS	18/04/2018
PRODUCTIVITY	1/12/2017
FAMILY	16/07/2017
TOOLS	2/11/2015
FAMILY	15/04/2016
FAMILY	26/07/2018
NEWS_AND_MAGAZINES	25/02/2017
SPORTS	2/8/2018
TRAVEL_AND_LOCAL	10/4/2018
GAME	7/2/2018
SOCIAL	28/07/2018
TRAVEL_AND_LOCAL	18/07/2018
FAMILY	7/6/2018
GAME	1/8/2018
SPORTS	10/7/2018
FAMILY	2/8/2018
SPORTS	3/8/2018
MEDICAL	27/07/2018
SPORTS	18/02/2015
FAMILY	14/03/2018
FAMILY	15/08/2013
FAMILY	10/5/2018
FAMILY	22/06/2016
MAPS_AND_NAVIGATION	18/07/2018
LIFESTYLE	5/10/2015
BOOKS_AND_REFERENCE	8/10/2015
MAPS_AND_NAVIGATION	19/02/2016
MEDICAL	19/01/2016
PRODUCTIVITY	25/06/2018
TRAVEL_AND_LOCAL	9/10/2017
FAMILY	22/04/2017
LIFESTYLE	30/09/2016
PARENTING	10/7/2018
TOOLS	31/05/2018
GAME	13/07/2018
LIFESTYLE	21/06/2018
FAMILY	9/4/2012
FAMILY	9/4/2012
TRAVEL_AND_LOCAL	1/2/2018
PHOTOGRAPHY	10/1/2018
VIDEO_PLAYERS	12/10/2017
PRODUCTIVITY	24/05/2018
TRAVEL_AND_LOCAL	2/8/2016
FAMILY	10/7/2017
VIDEO_PLAYERS	17/04/2018
SPORTS	8/12/2017
EVENTS	22/06/2018
TRAVEL_AND_LOCAL	8/11/2017
MEDICAL	12/7/2018
FAMILY	19/01/2015
BUSINESS	17/01/2018
MEDICAL	12/7/2018
FAMILY	25/01/2018
MAPS_AND_NAVIGATION	3/8/2018
LIFESTYLE	12/1/2016
FAMILY	28/06/2015
FAMILY	3/7/2018
BEAUTY	23/04/2018
FAMILY	12/4/2017
FAMILY	20/05/2018
LIFESTYLE	23/02/2018
MEDICAL	19/07/2018
FAMILY	20/12/2017
BUSINESS	16/05/2016
COMMUNICATION	5/7/2018
FAMILY	29/04/2017
TOOLS	18/12/2015
HEALTH_AND_FITNESS	12/9/2016
COMICS	11/6/2018
FAMILY	1/8/2018
FAMILY	4/12/2015
NEWS_AND_MAGAZINES	20/03/2018
FINANCE	4/5/2018
FAMILY	1/8/2018
COMICS	29/10/2017
BUSINESS	8/10/2016
PRODUCTIVITY	22/06/2016
BOOKS_AND_REFERENCE	15/03/2017
PRODUCTIVITY	17/07/2018
BOOKS_AND_REFERENCE	3/1/2017
FAMILY	6/7/2017
FAMILY	13/04/2018
MAPS_AND_NAVIGATION	16/10/2017
PRODUCTIVITY	1/8/2018
SPORTS	15/01/2018
FAMILY	29/11/2017
FAMILY	7/10/2017
COMMUNICATION	5/8/2016
FAMILY	4/5/2015
SOCIAL	15/07/2016
COMMUNICATION	9/7/2018
BOOKS_AND_REFERENCE	3/4/2018
SPORTS	7/6/2018
FINANCE	11/7/2018
FAMILY	7/10/2015
FAMILY	18/07/2018
FAMILY	12/6/2018
BUSINESS	13/09/2015
TOOLS	3/8/2018
TOOLS	13/07/2017
TOOLS	31/07/2018
TOOLS	31/07/2018
FAMILY	22/07/2017
COMMUNICATION	6/9/2016
LIFESTYLE	19/06/2018
COMMUNICATION	4/7/2018
COMMUNICATION	8/10/2015
NEWS_AND_MAGAZINES	9/3/2018
FINANCE	2/8/2018
GAME	12/4/2017
PHOTOGRAPHY	12/9/2017
LIFESTYLE	11/7/2018
FAMILY	12/12/2016
PHOTOGRAPHY	31/07/2018
SOCIAL	10/11/2016
HEALTH_AND_FITNESS	31/07/2018
PERSONALIZATION	30/03/2018
FAMILY	20/03/2018
FAMILY	1/1/2018
SPORTS	12/3/2018
PERSONALIZATION	26/05/2016
PHOTOGRAPHY	1/2/2017
WEATHER	28/02/2018
FAMILY	19/09/2017
FAMILY	3/8/2018
FAMILY	27/01/2016
SPORTS	26/07/2018
MAPS_AND_NAVIGATION	4/6/2018
SPORTS	19/10/2017
FAMILY	15/06/2018
PHOTOGRAPHY	19/07/2017
COMICS	16/01/2016
FAMILY	29/01/2016
PERSONALIZATION	12/11/2014
FAMILY	19/04/2018
FAMILY	30/03/2018
GAME	23/07/2018
SOCIAL	17/11/2017
FAMILY	26/07/2018
SOCIAL	1/8/2018
GAME	27/10/2017
TOOLS	11/5/2018
FAMILY	5/1/2017
GAME	19/07/2018
FAMILY	1/3/2016
FAMILY	24/01/2018
GAME	1/11/2016
GAME	23/03/2017
GAME	20/10/2015
FAMILY	7/4/2018
COMMUNICATION	4/9/2017
COMMUNICATION	19/12/2017
VIDEO_PLAYERS	17/12/2017
FAMILY	1/11/2017
FAMILY	18/06/2015
FAMILY	11/7/2018
GAME	21/06/2018
FAMILY	18/06/2018
HEALTH_AND_FITNESS	29/11/2017
TOOLS	31/03/2015
FAMILY	9/6/2015
FAMILY	17/02/2017
FAMILY	13/02/2018
GAME	2/3/2017
HEALTH_AND_FITNESS	20/04/2018
GAME	2/3/2017
FAMILY	11/6/2015
FAMILY	17/06/2015
FAMILY	7/11/2016
FAMILY	18/06/2015
FAMILY	4/4/2018
FAMILY	5/5/2018
GAME	6/3/2017
BUSINESS	9/2/2017
TOOLS	12/3/2015
FAMILY	18/06/2015
LIFESTYLE	2/1/2018
LIFESTYLE	22/02/2016
FAMILY	4/10/2015
PHOTOGRAPHY	14/08/2017
FAMILY	11/4/2017
BUSINESS	1/2/2018
FAMILY	28/08/2016
GAME	3/7/2018
BUSINESS	2/8/2017
LIFESTYLE	2/6/2018
SPORTS	26/07/2017
TOOLS	10/1/2017
AUTO_AND_VEHICLES	28/11/2017
SOCIAL	19/01/2018
MEDICAL	23/04/2017
MEDICAL	23/04/2017
TOOLS	22/04/2014
PHOTOGRAPHY	21/02/2018
FAMILY	21/12/2017
LIFESTYLE	27/06/2018
TOOLS	9/11/2015
PHOTOGRAPHY	23/07/2018
NEWS_AND_MAGAZINES	9/2/2016
LIFESTYLE	17/07/2018
FAMILY	21/10/2017
PHOTOGRAPHY	14/06/2015
SOCIAL	8/1/2018
PRODUCTIVITY	17/02/2017
SOCIAL	23/03/2017
TOOLS	25/05/2018
FAMILY	10/2/2018
VIDEO_PLAYERS	21/05/2018
FAMILY	22/04/2018
FAMILY	25/02/2018
AUTO_AND_VEHICLES	20/12/2017
PHOTOGRAPHY	20/09/2017
VIDEO_PLAYERS	26/06/2018
FOOD_AND_DRINK	18/07/2018
FAMILY	22/07/2017
MAPS_AND_NAVIGATION	25/05/2018
TOOLS	8/6/2018
SOCIAL	25/05/2016
SOCIAL	18/07/2018
AUTO_AND_VEHICLES	5/7/2017
VIDEO_PLAYERS	27/07/2018
SPORTS	13/06/2018
VIDEO_PLAYERS	12/11/2015
FAMILY	10/12/2017
BOOKS_AND_REFERENCE	21/01/2017
PHOTOGRAPHY	22/02/2018
GAME	23/03/2017
TOOLS	3/4/2018
TRAVEL_AND_LOCAL	21/02/2017
SPORTS	14/06/2018
TRAVEL_AND_LOCAL	28/11/2016
FAMILY	13/07/2018
BUSINESS	12/7/2017
TOOLS	30/07/2018
TRAVEL_AND_LOCAL	30/07/2018
NEWS_AND_MAGAZINES	12/6/2017
GAME	11/6/2015
PHOTOGRAPHY	21/03/2018
TRAVEL_AND_LOCAL	19/03/2017
FAMILY	2/10/2015
GAME	30/05/2018
SHOPPING	7/1/2017
HEALTH_AND_FITNESS	13/06/2018
PHOTOGRAPHY	11/7/2015
FINANCE	26/07/2018
NEWS_AND_MAGAZINES	14/06/2016
GAME	7/6/2018
VIDEO_PLAYERS	23/09/2017
TOOLS	20/03/2018
FAMILY	12/3/2018
PHOTOGRAPHY	21/05/2018
NEWS_AND_MAGAZINES	2/5/2018
PHOTOGRAPHY	29/06/2018
MEDICAL	23/07/2018
LIFESTYLE	21/05/2018
VIDEO_PLAYERS	4/11/2015
TOOLS	9/7/2018
GAME	5/4/2017
FOOD_AND_DRINK	29/03/2017
BUSINESS	22/08/2017
FAMILY	23/03/2017
FAMILY	15/12/2015
PERSONALIZATION	4/8/2018
HEALTH_AND_FITNESS	18/05/2018
FAMILY	28/06/2018
GAME	20/06/2018
FAMILY	4/5/2018
NEWS_AND_MAGAZINES	2/8/2017
SHOPPING	2/8/2018
PHOTOGRAPHY	13/03/2018
MEDICAL	17/01/2018
PHOTOGRAPHY	30/07/2018
PRODUCTIVITY	23/07/2018
GAME	6/5/2018
GAME	3/7/2018
SHOPPING	5/4/2018
TOOLS	9/6/2018
TOOLS	23/07/2018
MEDICAL	10/10/2017
SHOPPING	3/8/2018
HEALTH_AND_FITNESS	30/07/2018
BEAUTY	29/05/2018
SPORTS	9/5/2017
BOOKS_AND_REFERENCE	29/09/2017
SPORTS	19/07/2018
AUTO_AND_VEHICLES	15/02/2018
FAMILY	30/01/2018
PHOTOGRAPHY	29/07/2017
FAMILY	3/8/2018
FINANCE	4/7/2018
TRAVEL_AND_LOCAL	12/7/2018
FAMILY	21/03/2018
TRAVEL_AND_LOCAL	2/4/2018
FINANCE	5/2/2016
FAMILY	9/11/2016
TOOLS	9/4/2018
SOCIAL	24/02/2018
LIFESTYLE	24/05/2018
HEALTH_AND_FITNESS	4/7/2018
LIFESTYLE	26/07/2016
PHOTOGRAPHY	17/09/2016
FAMILY	26/03/2018
LIFESTYLE	26/05/2016
BOOKS_AND_REFERENCE	22/09/2015
AUTO_AND_VEHICLES	1/8/2018
BUSINESS	24/05/2018
COMMUNICATION	3/4/2018
HEALTH_AND_FITNESS	30/10/2015
HEALTH_AND_FITNESS	25/04/2018
TRAVEL_AND_LOCAL	17/01/2018
SHOPPING	11/7/2018
FAMILY	10/11/2014
HEALTH_AND_FITNESS	5/4/2018
FINANCE	4/7/2017
TRAVEL_AND_LOCAL	13/10/2015
BUSINESS	7/6/2018
SOCIAL	22/03/2018
GAME	19/11/2015
FAMILY	12/2/2018
FOOD_AND_DRINK	29/05/2018
FOOD_AND_DRINK	16/08/2016
FINANCE	5/3/2018
SOCIAL	13/06/2016
BUSINESS	16/07/2018
FINANCE	27/06/2018
NEWS_AND_MAGAZINES	10/6/2018
BUSINESS	25/07/2018
LIFESTYLE	11/7/2018
FAMILY	25/07/2018
BUSINESS	30/04/2018
DATING	29/11/2016
BUSINESS	24/07/2018
BUSINESS	7/6/2017
LIFESTYLE	26/03/2018
FINANCE	19/02/2016
BUSINESS	1/8/2018
GAME	31/07/2017
TOOLS	26/04/2018
FAMILY	26/07/2016
FINANCE	15/03/2018
SOCIAL	3/8/2018
BUSINESS	23/05/2018
FAMILY	6/2/2017
SPORTS	1/11/2017
SOCIAL	31/07/2018
DATING	4/8/2018
GAME	31/07/2017
DATING	2/8/2018
LIFESTYLE	24/07/2018
BOOKS_AND_REFERENCE	30/07/2018
PRODUCTIVITY	13/01/2018
PRODUCTIVITY	13/06/2014
SOCIAL	3/8/2018
FAMILY	27/07/2018
FAMILY	3/8/2018
BOOKS_AND_REFERENCE	20/03/2018
COMMUNICATION	27/07/2018
BOOKS_AND_REFERENCE	26/11/2014
TOOLS	3/10/2015
GAME	15/07/2015
GAME	13/07/2018
DATING	30/07/2018
FAMILY	20/03/2018
FINANCE	2/8/2018
FAMILY	18/07/2018
SHOPPING	27/07/2018
SHOPPING	9/7/2018
SHOPPING	19/03/2018
GAME	26/07/2018
FAMILY	10/5/2018
GAME	21/05/2018
GAME	21/05/2018
FAMILY	6/7/2015
HEALTH_AND_FITNESS	10/7/2018
FAMILY	31/07/2018
GAME	21/05/2018
PRODUCTIVITY	22/09/2014
BEAUTY	14/06/2018
GAME	21/05/2018
GAME	19/05/2015
FAMILY	30/10/2017
TOOLS	10/5/2017
GAME	8/5/2015
FAMILY	22/05/2018
FAMILY	27/03/2018
GAME	12/8/2016
VIDEO_PLAYERS	26/07/2018
COMMUNICATION	23/04/2018
GAME	7/3/2016
FAMILY	26/12/2016
PERSONALIZATION	16/07/2018
SHOPPING	11/4/2018
SOCIAL	8/11/2017
VIDEO_PLAYERS	18/07/2018
GAME	2/12/2016
LIFESTYLE	29/06/2018
FAMILY	11/2/2018
FAMILY	20/04/2018
BUSINESS	9/2/2018
GAME	7/7/2016
GAME	9/7/2017
BUSINESS	7/2/2018
GAME	18/05/2017
FAMILY	25/05/2018
BUSINESS	16/11/2016
FAMILY	27/08/2016
FAMILY	17/05/2016
SPORTS	21/08/2014
FAMILY	29/01/2018
GAME	14/03/2018
TOOLS	30/03/2015
GAME	27/07/2018
PHOTOGRAPHY	3/5/2017
GAME	20/04/2015
LIFESTYLE	12/1/2017
LIFESTYLE	24/05/2018
COMMUNICATION	30/07/2018
FOOD_AND_DRINK	1/9/2017
LIFESTYLE	29/07/2018
NEWS_AND_MAGAZINES	19/12/2017
TOOLS	20/03/2014
LIFESTYLE	3/5/2017
LIFESTYLE	15/07/2018
FAMILY	7/7/2018
BUSINESS	26/02/2018
PERSONALIZATION	11/9/2013
TOOLS	7/8/2016
TOOLS	23/06/2018
PHOTOGRAPHY	6/1/2017
PERSONALIZATION	23/05/2016
FOOD_AND_DRINK	17/07/2018
TOOLS	8/8/2015
SOCIAL	3/8/2018
FAMILY	5/9/2017
